Publisher	Year	Race
pnas	2010	API
pnas	2010	API
pnas	2009	API
pnas	2009	API
pnas	2009	API
pnas	2009	API
pnas	2012	API
pnas	2010	API
pnas	2010	API
pnas	2012	API
pnas	2012	API
pnas	2010	API
pnas	2010	API
pnas	2004	White
pnas	2006	White
pnas	2016	White
pnas	2007	White
pnas	2005	White
pnas	2005	White
pnas	2013	White
pnas	2002	API
pnas	2001	API
pnas	2003	API
pnas	2003	API
pnas	2003	White
pnas	2005	White
pnas	2002	White
pnas	2017	White
pnas	2016	API
pnas	2016	API
pnas	2002	White
pnas	2002	White
pnas	2002	White
pnas	2006	White
pnas	2006	White
pnas	2005	White
pnas	2006	White
pnas	2006	White
pnas	2005	White
pnas	2008	White
pnas	2013	White
pnas	2015	White
pnas	2015	White
pnas	2013	White
pnas	2012	White
pnas	2007	White
pnas	2007	White
pnas	2005	White
pnas	2020	API
pnas	2009	White
pnas	2006	White
pnas	2006	White
pnas	2005	White
pnas	2005	White
pnas	2005	White
pnas	2017	White
pnas	2020	White
pnas	2020	White
pnas	2020	White
pnas	2020	White
pnas	2019	White
pnas	2018	White
pnas	2017	White
pnas	2020	White
pnas	2020	White
pnas	2020	White
pnas	2020	White
pnas	2018	White
pnas	2017	White
pnas	2020	White
pnas	2020	White
pnas	2020	White
pnas	2020	White
pnas	2015	White
pnas	2019	White
pnas	2019	White
pnas	2019	White
pnas	2008	White
frontiers	2019	API
mdpi	2019	API
mdpi	2019	API
frontiers	2020	API
frontiers	2014	White
frontiers	2014	White
frontiers	2013	White
frontiers	2017	White
frontiers	2016	White
frontiers	2016	White
frontiers	2016	White
frontiers	2016	White
frontiers	2016	White
frontiers	2016	White
frontiers	2017	White
mdpi	2017	White
frontiers	2020	White
frontiers	2020	White
mdpi	2017	White
mdpi	2016	White
mdpi	2016	White
mdpi	2016	White
frontiers	2017	White
frontiers	2013	White
frontiers	2018	White
frontiers	2018	White
frontiers	2017	White
hindawi	2013	API
hindawi	2014	API
hindawi	2013	API
hindawi	2014	API
hindawi	2016	White
hindawi	2016	White
plos	2014	White
plos	2014	White
plos	2014	White
plos	2018	White
plos	2018	White
plos	2017	White
plos	2017	White
plos	2019	White
plos	2019	White
plos	2010	White
plos	2010	White
plos	2010	White
plos	2013	White
plos	2018	White
plos	2018	White
plos	2013	White
plos	2013	White
plos	2019	White
plos	2019	White
plos	2019	White
plos	2019	White
plos	2019	White
plos	2019	White
plos	2020	White
plos	2020	White
plos	2014	White
plos	2019	API
plos	2017	White
plos	2017	White
mdpi	2014	API
mdpi	2015	API
pnas	2019	White
pnas	2019	White
frontiers	2018	White
frontiers	2019	White
frontiers	2019	White
frontiers	2013	Hispanic
frontiers	2013	Hispanic
frontiers	2013	Hispanic
frontiers	2013	Hispanic
frontiers	2020	White
frontiers	2020	White
frontiers	2014	White
frontiers	2014	White
frontiers	2015	White
frontiers	2015	White
frontiers	2019	White
frontiers	2020	White
plos	2020	White
frontiers	2019	White
plos	2017	White
plos	2017	White
plos	2013	White
plos	2013	White
plos	2013	White
plos	2013	White
plos	2013	White
plos	2015	White
plos	2015	White
plos	2015	White
plos	2015	White
plos	2015	White
plos	2015	White
plos	2015	White
plos	2016	White
plos	2016	White
plos	2016	White
plos	2014	White
plos	2014	White
plos	2014	White
plos	2014	White
plos	2012	White
plos	2012	White
plos	2012	White
plos	2012	White
plos	2012	White
plos	2012	White
frontiers	2020	White
plos	2020	White
frontiers	2020	White
frontiers	2020	White
frontiers	2020	White
frontiers	2020	White
frontiers	2012	White
frontiers	2012	White
frontiers	2012	White
frontiers	2012	White
frontiers	2014	White
frontiers	2014	White
frontiers	2014	White
frontiers	2015	White
frontiers	2015	White
frontiers	2015	White
frontiers	2015	White
frontiers	2014	White
frontiers	2014	White
frontiers	2014	White
frontiers	2015	White
frontiers	2015	White
frontiers	2015	White
frontiers	2015	White
frontiers	2015	White
frontiers	2015	White
frontiers	2015	White
frontiers	2015	White
frontiers	2015	White
frontiers	2015	White
frontiers	2019	White
frontiers	2019	White
frontiers	2018	API
hindawi	2014	API
frontiers	2019	API
frontiers	2019	API
frontiers	2019	API
frontiers	2019	API
frontiers	2019	API
frontiers	2020	API
frontiers	2020	API
frontiers	2019	API
frontiers	2019	API
frontiers	2019	API
frontiers	2019	API
frontiers	2019	API
frontiers	2020	API
frontiers	2020	API
frontiers	2019	White
frontiers	2019	White
frontiers	2019	White
frontiers	2019	White
frontiers	2019	White
frontiers	2019	White
frontiers	2019	White
frontiers	2020	White
frontiers	2020	White
frontiers	2020	White
frontiers	2020	White
frontiers	2018	White
frontiers	2018	White
frontiers	2018	White
frontiers	2018	White
frontiers	2017	White
frontiers	2017	White
frontiers	2017	White
frontiers	2019	White
frontiers	2019	White
frontiers	2019	White
frontiers	2019	White
frontiers	2019	White
frontiers	2019	White
frontiers	2019	White
frontiers	2020	White
frontiers	2018	White
frontiers	2018	White
frontiers	2018	White
frontiers	2018	White
frontiers	2017	White
frontiers	2018	White
frontiers	2018	White
frontiers	2018	White
frontiers	2018	White
frontiers	2018	API
frontiers	2018	API
frontiers	2018	API
frontiers	2018	API
frontiers	2018	API
frontiers	2018	API
frontiers	2010	API
frontiers	2015	White
frontiers	2015	White
frontiers	2019	White
frontiers	2019	White
frontiers	2019	White
frontiers	2019	White
frontiers	2019	White
frontiers	2016	White
frontiers	2020	White
frontiers	2020	White
frontiers	2020	White
frontiers	2020	White
frontiers	2017	White
frontiers	2017	White
frontiers	2017	White
frontiers	2017	White
frontiers	2018	White
frontiers	2018	White
frontiers	2016	White
frontiers	2016	White
frontiers	2020	White
frontiers	2020	White
frontiers	2020	White
frontiers	2015	White
frontiers	2019	White
frontiers	2014	White
frontiers	2014	White
frontiers	2020	White
frontiers	2020	White
frontiers	2020	White
frontiers	2014	White
frontiers	2020	White
frontiers	2019	White
frontiers	2010	White
frontiers	2010	White
frontiers	2010	White
frontiers	2010	White
frontiers	2010	White
frontiers	2010	White
frontiers	2020	White
frontiers	2020	White
frontiers	2019	API
frontiers	2020	API
frontiers	2019	API
frontiers	2018	White
frontiers	2018	White
hindawi	2020	White
hindawi	2020	White
hindawi	2020	White
hindawi	2020	White
hindawi	2011	White
hindawi	2009	White
hindawi	2009	White
hindawi	2019	White
hindawi	2017	White
hindawi	2019	White
hindawi	2019	White
hindawi	2018	White
hindawi	2020	White
hindawi	2017	White
hindawi	2019	White
hindawi	2019	White
hindawi	2018	White
hindawi	2020	White
hindawi	2013	White
hindawi	2019	White
hindawi	2019	White
hindawi	2014	White
hindawi	2014	White
hindawi	2014	White
hindawi	2015	White
hindawi	2013	White
hindawi	2013	White
hindawi	2013	White
hindawi	2016	White
hindawi	2017	White
hindawi	2017	White
hindawi	2017	White
hindawi	2017	White
hindawi	2011	White
hindawi	2011	White
plos	2012	API
plos	2012	API
plos	2012	API
plos	2012	API
plos	2012	API
plos	2012	API
plos	2012	API
plos	2012	API
plos	2012	API
plos	2014	API
plos	2014	API
plos	2014	API
plos	2013	API
plos	2013	API
plos	2013	API
plos	2013	API
plos	2015	API
plos	2018	API
plos	2018	API
plos	2018	API
plos	2018	API
plos	2018	API
plos	2018	API
plos	2018	API
plos	2018	API
plos	2017	API
plos	2017	API
plos	2017	API
plos	2017	API
plos	2017	API
plos	2017	API
plos	2017	API
plos	2019	API
plos	2019	API
plos	2019	API
plos	2019	API
plos	2019	API
plos	2019	API
plos	2019	API
plos	2019	API
plos	2020	API
plos	2020	API
plos	2020	API
plos	2020	API
plos	2020	API
plos	2020	API
plos	2020	API
plos	2020	API
plos	2020	API
plos	2020	API
plos	2014	API
plos	2014	API
plos	2019	API
plos	2019	API
plos	2019	API
plos	2019	API
plos	2019	API
plos	2019	API
plos	2019	API
plos	2019	API
plos	2020	API
plos	2020	API
plos	2020	API
plos	2020	API
plos	2020	API
plos	2020	API
plos	2020	API
plos	2020	API
plos	2020	API
plos	2020	API
plos	2019	API
plos	2019	API
plos	2019	API
plos	2017	White
plos	2017	White
plos	2017	White
plos	2017	White
plos	2016	White
plos	2016	White
plos	2016	White
plos	2016	White
plos	2020	White
plos	2014	White
plos	2014	White
plos	2013	White
plos	2013	White
plos	2013	White
plos	2013	White
plos	2013	White
plos	2020	White
plos	2015	White
plos	2015	White
plos	2015	White
plos	2017	White
plos	2017	White
plos	2017	White
plos	2017	White
plos	2018	White
plos	2018	White
plos	2018	White
plos	2016	White
plos	2016	White
plos	2016	White
plos	2016	White
plos	2020	White
plos	2013	White
plos	2013	White
plos	2013	White
plos	2013	White
plos	2013	White
plos	2019	White
plos	2019	API
plos	2015	White
plos	2015	White
plos	2015	White
plos	2015	White
plos	2015	White
plos	2015	White
plos	2015	White
plos	2015	White
plos	2015	White
plos	2015	White
plos	2015	White
plos	2015	White
plos	2015	White
plos	2015	White
plos	2015	White
plos	2015	White
plos	2015	White
plos	2015	White
plos	2015	White
plos	2015	White
plos	2015	White
plos	2015	White
plos	2015	White
plos	2015	White
plos	2019	API
plos	2019	API
plos	2020	White
plos	2020	White
plos	2020	White
plos	2020	White
plos	2020	White
plos	2020	White
plos	2020	White
plos	2020	White
plos	2020	White
plos	2014	White
plos	2016	White
plos	2012	White
plos	2016	API
plos	2016	API
plos	2008	API
pnas	2019	White
pnas	2019	White
pnas	2019	White
pnas	2019	White
pnas	2019	White
pnas	2019	White
pnas	2012	White
pnas	2020	White
pnas	2020	White
pnas	2020	White
pnas	2020	White
pnas	2020	White
pnas	2020	White
pnas	2020	White
pnas	2020	White
pnas	2020	White
pnas	2020	White
pnas	2018	White
pnas	2018	White
pnas	2018	White
pnas	2018	White
pnas	2018	White
pnas	2018	White
pnas	2018	White
pnas	2018	White
pnas	2018	White
pnas	2018	White
pnas	2018	White
pnas	2016	White
pnas	2016	White
pnas	2016	White
pnas	2016	White
pnas	2016	White
pnas	2016	White
pnas	2016	White
pnas	2016	White
pnas	2016	White
pnas	2016	White
pnas	2017	White
pnas	2017	White
pnas	2017	White
pnas	2019	White
pnas	2019	White
pnas	2019	White
pnas	2019	White
pnas	2019	White
pnas	2019	White
pnas	2019	White
pnas	2019	White
pnas	2015	White
pnas	2015	White
pnas	2015	White
pnas	2015	White
pnas	2015	White
pnas	2015	White
pnas	2015	White
pnas	2014	White
pnas	2014	White
pnas	2014	White
pnas	2014	White
pnas	2011	White
pnas	2009	White
pnas	2020	White
pnas	2020	White
pnas	2020	White
pnas	2020	White
pnas	2020	White
pnas	2020	White
pnas	2020	White
pnas	2020	White
pnas	2020	White
pnas	2020	White
pnas	2014	White
pnas	2014	White
pnas	2014	White
pnas	2014	White
pnas	2009	White
pnas	2012	White
pnas	2009	White
pnas	2009	White
pnas	2010	API
pnas	2010	API
pnas	2018	White
pnas	2013	White
pnas	2013	White
pnas	2006	White
pnas	2006	White
pnas	2002	White
pnas	2004	White
pnas	2004	White
pnas	2012	White
pnas	2001	White
pnas	2008	White
pnas	2009	API
pnas	2009	API
pnas	2006	API
pnas	2006	API
pnas	2013	White
pnas	2013	White
frontiers	2020	API
frontiers	2020	API
frontiers	2019	API
frontiers	2019	API
frontiers	2014	White
frontiers	2014	White
frontiers	2014	White
frontiers	2015	White
frontiers	2020	API
frontiers	2020	API
frontiers	2020	API
hindawi	2018	API
hindawi	2018	API
hindawi	2019	API
hindawi	2017	API
hindawi	2020	API
hindawi	2020	API
hindawi	2020	API
hindawi	2020	API
hindawi	2020	API
hindawi	2020	API
hindawi	2020	API
plos	2017	API
plos	2017	API
plos	2017	API
plos	2017	API
plos	2013	API
plos	2013	API
plos	2013	API
plos	2013	API
plos	2013	API
plos	2013	API
plos	2013	API
plos	2013	API
plos	2013	API
plos	2013	API
plos	2013	API
plos	2015	API
plos	2015	API
plos	2015	API
plos	2015	API
plos	2014	API
plos	2014	API
plos	2014	API
plos	2014	API
plos	2014	API
plos	2019	API
plos	2019	API
plos	2019	API
plos	2016	API
plos	2016	API
plos	2015	API
plos	2015	API
plos	2015	API
plos	2015	API
plos	2017	API
plos	2017	API
plos	2017	API
plos	2017	API
plos	2016	API
plos	2016	API
plos	2014	API
plos	2014	API
plos	2014	API
plos	2014	API
plos	2014	API
plos	2013	API
plos	2013	API
plos	2013	API
plos	2020	White
plos	2020	White
plos	2019	White
plos	2020	White
plos	2020	White
plos	2019	White
plos	2019	API
mdpi	2016	API
mdpi	2017	API
mdpi	2017	API
mdpi	2014	API
frontiers	2017	API
frontiers	2017	API
frontiers	2017	API
frontiers	2017	API
frontiers	2017	API
frontiers	2017	API
frontiers	2017	API
frontiers	2018	API
frontiers	2016	API
frontiers	2016	API
frontiers	2016	API
frontiers	2016	API
frontiers	2017	White
frontiers	2018	White
frontiers	2017	White
frontiers	2014	White
frontiers	2014	White
frontiers	2014	White
frontiers	2014	White
frontiers	2014	White
frontiers	2013	White
frontiers	2013	White
frontiers	2013	White
frontiers	2013	White
frontiers	2013	White
frontiers	2013	White
frontiers	2014	White
frontiers	2014	White
frontiers	2014	White
frontiers	2014	White
frontiers	2014	White
frontiers	2013	White
frontiers	2013	White
frontiers	2013	White
frontiers	2013	White
frontiers	2013	White
frontiers	2013	White
frontiers	2015	White
frontiers	2015	White
frontiers	2015	White
frontiers	2015	White
frontiers	2015	White
frontiers	2015	White
frontiers	2015	White
frontiers	2015	White
frontiers	2015	White
frontiers	2015	White
frontiers	2016	White
frontiers	2014	White
frontiers	2014	White
frontiers	2014	White
frontiers	2014	White
frontiers	2014	White
frontiers	2017	White
frontiers	2019	White
frontiers	2019	White
frontiers	2019	White
frontiers	2018	White
plos	2018	White
plos	2018	White
frontiers	2014	White
frontiers	2014	White
frontiers	2017	White
frontiers	2016	White
plos	2016	White
plos	2015	White
plos	2015	White
plos	2015	White
frontiers	2016	White
frontiers	2015	White
frontiers	2017	White
frontiers	2016	White
frontiers	2015	White
frontiers	2017	White
frontiers	2017	White
frontiers	2020	White
frontiers	2020	White
pnas	2020	White
pnas	2020	White
pnas	2020	White
pnas	2020	White
pnas	2019	White
pnas	2019	White
pnas	2019	White
pnas	2019	White
frontiers	2020	White
frontiers	2020	White
pnas	2020	White
pnas	2020	White
pnas	2020	White
pnas	2020	White
plos	2016	White
pnas	2016	White
pnas	2016	White
pnas	2016	White
pnas	2016	White
pnas	2016	White
plos	2015	White
pnas	2015	White
pnas	2015	White
plos	2012	White
pnas	2012	White
pnas	2012	White
pnas	2012	White
pnas	2012	White
pnas	2012	White
plos	2018	White
pnas	2018	White
pnas	2018	White
pnas	2018	White
pnas	2017	White
pnas	2017	White
pnas	2019	White
pnas	2019	White
pnas	2019	White
pnas	2019	White
pnas	2014	White
pnas	2014	White
pnas	2014	White
pnas	2014	White
pnas	2014	White
pnas	2014	White
pnas	2014	White
pnas	2013	White
pnas	2013	White
plos	2012	White
pnas	2012	White
pnas	2012	White
pnas	2012	White
pnas	2012	White
pnas	2012	White
plos	2018	White
pnas	2018	White
pnas	2018	White
pnas	2018	White
hindawi	2014	API
hindawi	2014	API
hindawi	2014	API
hindawi	2018	White
hindawi	2018	White
hindawi	2018	White
hindawi	2018	White
hindawi	2018	White
hindawi	2018	White
hindawi	2018	White
hindawi	2018	White
hindawi	2020	White
hindawi	2020	White
hindawi	2017	White
hindawi	2017	White
hindawi	2017	White
hindawi	2017	White
hindawi	2016	White
hindawi	2016	White
hindawi	2016	White
hindawi	2016	White
hindawi	2019	White
hindawi	2015	White
hindawi	2016	White
hindawi	2010	API
hindawi	2015	White
hindawi	2015	White
hindawi	2015	White
hindawi	2013	White
hindawi	2016	White
hindawi	2009	White
hindawi	2015	White
hindawi	2015	White
hindawi	2015	White
hindawi	2018	White
hindawi	2018	White
plos	2014	White
plos	2014	White
plos	2014	White
plos	2014	White
plos	2014	White
plos	2012	White
plos	2012	White
plos	2012	White
plos	2012	White
plos	2012	White
plos	2012	White
plos	2012	White
plos	2012	White
plos	2012	White
plos	2012	White
plos	2012	White
plos	2017	White
plos	2017	White
plos	2017	White
plos	2017	White
plos	2011	White
plos	2011	White
plos	2011	White
plos	2011	White
plos	2011	White
plos	2011	White
plos	2011	White
plos	2011	White
plos	2011	White
plos	2011	White
plos	2011	White
plos	2011	White
plos	2011	White
plos	2011	White
plos	2011	White
plos	2011	White
plos	2011	White
plos	2011	White
plos	2011	White
plos	2019	White
plos	2015	White
plos	2015	White
plos	2015	White
plos	2015	White
plos	2015	White
plos	2016	White
plos	2016	White
plos	2016	White
plos	2016	White
plos	2013	White
plos	2013	White
plos	2013	White
plos	2013	White
plos	2013	White
plos	2013	White
plos	2013	White
plos	2018	White
plos	2012	White
plos	2012	White
plos	2012	White
plos	2012	White
plos	2012	White
plos	2012	White
plos	2012	White
plos	2012	White
plos	2012	White
plos	2012	White
plos	2012	White
plos	2011	White
plos	2011	White
plos	2011	White
plos	2011	White
plos	2011	White
plos	2011	White
plos	2011	White
plos	2011	White
plos	2011	White
plos	2011	White
plos	2011	White
plos	2011	White
plos	2011	White
plos	2011	White
plos	2011	White
plos	2011	White
plos	2011	White
plos	2011	White
plos	2011	White
plos	2013	White
plos	2013	White
plos	2013	White
plos	2013	White
plos	2013	White
plos	2013	White
plos	2013	White
plos	2018	White
plos	2012	White
plos	2012	White
plos	2012	White
plos	2012	White
plos	2012	White
plos	2012	White
plos	2012	White
plos	2012	White
plos	2012	White
plos	2012	White
plos	2012	White
plos	2018	White
plos	2019	API
plos	2019	API
plos	2019	API
plos	2019	API
plos	2019	API
plos	2019	API
plos	2012	White
plos	2012	White
plos	2012	White
plos	2012	White
plos	2012	White
plos	2012	White
plos	2012	White
plos	2012	White
plos	2012	White
plos	2012	White
plos	2012	White
plos	2012	White
plos	2012	White
plos	2013	White
plos	2013	White
plos	2013	White
plos	2013	White
plos	2013	White
plos	2013	White
plos	2013	White
plos	2013	White
plos	2013	White
plos	2013	White
plos	2014	White
plos	2014	White
plos	2014	White
plos	2014	White
pnas	2014	White
plos	2012	White
plos	2012	White
plos	2012	White
plos	2012	White
plos	2012	White
plos	2012	White
plos	2012	White
plos	2012	White
plos	2012	White
plos	2012	White
plos	2012	White
plos	2012	White
plos	2012	White
plos	2013	White
plos	2013	White
plos	2013	White
plos	2013	White
plos	2013	White
plos	2013	White
plos	2013	White
plos	2013	White
plos	2013	White
plos	2013	White
plos	2014	White
plos	2014	White
plos	2014	White
plos	2014	White
pnas	2014	White
plos	2018	API
plos	2016	API
plos	2016	API
plos	2016	API
plos	2016	API
plos	2015	API
plos	2015	API
plos	2015	API
plos	2015	API
plos	2015	API
plos	2015	API
plos	2019	API
plos	2014	API
plos	2014	API
plos	2014	API
plos	2014	API
plos	2020	White
plos	2019	White
plos	2019	White
plos	2019	API
plos	2019	API
plos	2019	API
plos	2019	API
plos	2018	White
plos	2019	White
plos	2015	White
plos	2020	White
plos	2020	White
plos	2020	White
plos	2020	White
plos	2020	White
plos	2020	White
plos	2017	White
plos	2017	White
plos	2019	White
plos	2019	White
plos	2016	White
plos	2016	White
plos	2020	White
plos	2013	White
plos	2014	White
plos	2014	White
plos	2014	White
plos	2014	White
plos	2017	White
plos	2017	White
plos	2015	White
plos	2015	White
plos	2015	White
plos	2019	White
plos	2019	White
plos	2016	White
plos	2016	White
plos	2014	White
plos	2014	White
plos	2014	White
plos	2014	White
plos	2014	White
plos	2014	White
plos	2014	White
plos	2014	White
plos	2020	White
plos	2020	White
plos	2016	White
plos	2016	White
plos	2016	White
plos	2016	White
plos	2016	White
plos	2016	White
plos	2016	White
plos	2019	White
plos	2019	White
plos	2019	White
plos	2019	White
plos	2019	White
plos	2019	White
plos	2017	White
plos	2017	White
plos	2017	White
plos	2017	White
plos	2017	White
plos	2017	White
plos	2017	White
plos	2014	White
plos	2014	White
plos	2013	White
plos	2012	White
plos	2019	API
plos	2019	API
plos	2019	API
plos	2019	API
plos	2019	API
ieee	2019	White
ieee	2019	White
ieee	2019	White
ieee	2019	White
ieee	2019	White
ieee	2019	White
ieee	2020	White
ieee	2020	White
ieee	2020	White
ieee	2020	White
ieee	2020	White
ieee	2020	White
ieee	2020	White
ieee	2020	White
ieee	2020	White
ieee	2020	White
ieee	2020	White
mdpi	2016	White
mdpi	2016	White
mdpi	2016	White
mdpi	2016	White
mdpi	2017	White
mdpi	2017	White
mdpi	2017	White
mdpi	2017	White
mdpi	2017	White
mdpi	2015	Hispanic
mdpi	2015	Hispanic
pnas	2020	White
pnas	2018	White
hindawi	2014	White
hindawi	2014	White
hindawi	2016	White
hindawi	2016	White
hindawi	2018	White
hindawi	2018	White
hindawi	2015	White
hindawi	2019	White
hindawi	2015	White
hindawi	2016	White
hindawi	2018	White
mdpi	2017	White
mdpi	2017	White
mdpi	2017	White
mdpi	2017	White
mdpi	2017	White
mdpi	2017	White
ieee	2019	API
ieee	2019	API
ieee	2019	API
ieee	2019	API
ieee	2019	API
ieee	2019	API
ieee	2019	API
ieee	2019	API
ieee	2019	API
ieee	2019	API
ieee	2019	API
ieee	2019	API
ieee	2020	API
mdpi	2016	White
mdpi	2017	White
mdpi	2017	White
mdpi	2016	White
mdpi	2016	White
mdpi	2016	White
mdpi	2016	White
mdpi	2016	White
mdpi	2016	White
mdpi	2016	White
mdpi	2016	White
mdpi	2016	White
mdpi	2016	White
mdpi	2016	White
mdpi	2016	White
mdpi	2015	White
mdpi	2015	White
mdpi	2015	White
mdpi	2015	White
mdpi	2015	White
mdpi	2015	White
mdpi	2015	White
mdpi	2015	White
mdpi	2015	White
frontiers	2020	White
frontiers	2020	White
frontiers	2016	White
frontiers	2016	White
frontiers	2018	White
frontiers	2018	White
frontiers	2018	White
frontiers	2018	White
frontiers	2018	White
frontiers	2018	White
hindawi	2015	White
frontiers	2018	White
frontiers	2018	White
frontiers	2018	White
frontiers	2018	White
frontiers	2018	White
frontiers	2018	White
frontiers	2019	White
hindawi	2016	White
hindawi	2016	White
hindawi	2016	White
hindawi	2016	White
hindawi	2016	White
hindawi	2016	White
hindawi	2015	White
frontiers	2016	API
frontiers	2016	API
frontiers	2016	API
frontiers	2016	API
frontiers	2016	API
frontiers	2016	API
frontiers	2016	API
frontiers	2015	API
frontiers	2016	API
frontiers	2016	API
frontiers	2016	API
frontiers	2016	API
frontiers	2016	API
frontiers	2016	API
frontiers	2016	API
frontiers	2015	API
hindawi	2015	White
hindawi	2013	White
hindawi	2015	White
hindawi	2013	White
mdpi	2017	White
mdpi	2017	White
mdpi	2017	White
mdpi	2017	White
mdpi	2017	White
mdpi	2016	White
mdpi	2015	White
mdpi	2015	White
mdpi	2016	White
mdpi	2015	White
mdpi	2015	White
mdpi	2017	White
mdpi	2017	White
mdpi	2017	White
mdpi	2017	White
mdpi	2017	White
pnas	2009	White
pnas	2005	White
pnas	2010	White
pnas	2010	White
pnas	2014	White
pnas	2014	White
pnas	2012	White
pnas	2009	White
pnas	2005	White
pnas	2008	White
pnas	2014	White
pnas	2014	White
pnas	2012	White
pnas	2006	White
pnas	2006	White
pnas	2002	White
pnas	2006	White
pnas	2006	White
frontiers	2016	White
frontiers	2016	White
frontiers	2020	White
frontiers	2020	White
frontiers	2020	White
frontiers	2014	White
frontiers	2014	White
frontiers	2014	White
frontiers	2014	White
frontiers	2014	White
frontiers	2014	White
frontiers	2014	White
frontiers	2014	White
frontiers	2014	White
frontiers	2015	White
frontiers	2015	White
frontiers	2015	White
frontiers	2015	White
frontiers	2015	White
frontiers	2015	White
frontiers	2015	White
frontiers	2014	White
frontiers	2014	White
frontiers	2014	White
frontiers	2014	White
frontiers	2014	White
frontiers	2014	White
frontiers	2014	White
frontiers	2014	White
frontiers	2014	White
frontiers	2015	White
frontiers	2015	White
frontiers	2015	White
frontiers	2015	White
frontiers	2015	White
frontiers	2015	White
frontiers	2015	White
frontiers	2015	White
frontiers	2015	White
frontiers	2015	White
frontiers	2015	White
frontiers	2015	White
frontiers	2015	White
frontiers	2015	White
hindawi	2013	API
hindawi	2013	API
hindawi	2013	API
hindawi	2013	API
hindawi	2013	API
hindawi	2013	API
hindawi	2013	API
hindawi	2014	API
hindawi	2014	API
hindawi	2014	API
hindawi	2015	API
hindawi	2015	API
hindawi	2015	API
hindawi	2014	API
hindawi	2014	API
hindawi	2013	White
plos	2019	White
plos	2019	White
plos	2019	White
plos	2020	White
plos	2020	White
plos	2019	White
plos	2019	White
plos	2019	White
plos	2020	White
plos	2020	White
plos	2014	White
plos	2014	White
plos	2014	White
plos	2014	White
plos	2020	White
plos	2020	White
plos	2020	White
plos	2014	White
plos	2014	White
plos	2014	White
plos	2014	White
plos	2014	White
plos	2014	White
plos	2015	White
plos	2015	White
plos	2015	White
plos	2015	White
plos	2015	White
plos	2016	White
plos	2016	White
plos	2016	White
plos	2020	White
plos	2020	White
plos	2020	White
plos	2011	White
plos	2011	White
plos	2011	White
plos	2011	White
plos	2011	White
plos	2014	White
plos	2014	White
plos	2014	White
plos	2014	White
plos	2014	White
plos	2014	White
plos	2009	White
plos	2009	White
plos	2009	White
plos	2009	White
plos	2009	White
plos	2010	White
plos	2010	White
plos	2010	White
plos	2010	White
plos	2016	White
plos	2016	White
plos	2016	White
plos	2020	White
plos	2020	White
plos	2020	White
plos	2014	White
plos	2014	White
plos	2014	White
plos	2014	White
plos	2014	White
plos	2014	White
plos	2012	White
plos	2012	White
pnas	2008	White
pnas	2008	White
pnas	2008	White
pnas	2008	White
pnas	2008	White
pnas	2008	White
pnas	2008	White
pnas	2008	White
pnas	2008	White
pnas	2008	White
pnas	2008	White
pnas	2003	White
pnas	2003	White
pnas	2003	White
pnas	2003	White
pnas	2003	White
pnas	2003	White
plos	2007	White
pnas	2007	White
pnas	2007	White
pnas	2007	White
pnas	2007	White
pnas	2007	White
pnas	2007	White
pnas	2007	White
pnas	2007	White
plos	2013	White
pnas	2013	White
pnas	2013	White
pnas	2013	White
pnas	2013	White
pnas	2013	White
pnas	2013	White
pnas	2013	White
pnas	2013	White
pnas	2013	White
pnas	2013	White
pnas	2013	White
pnas	2013	White
pnas	2013	White
pnas	2013	White
pnas	2013	White
pnas	2013	White
pnas	2013	White
pnas	2013	White
pnas	2013	White
pnas	2013	White
plos	2014	White
pnas	2014	White
pnas	2014	White
pnas	2014	White
pnas	2014	White
pnas	2014	White
pnas	2014	White
pnas	2014	White
pnas	2014	White
pnas	2014	White
pnas	2014	White
pnas	2014	White
pnas	2014	White
pnas	2014	White
pnas	2014	White
plos	2006	White
pnas	2006	White
pnas	2006	White
pnas	2006	White
pnas	2006	White
pnas	2006	White
pnas	2006	White
pnas	2006	White
pnas	2006	White
plos	2017	White
plos	2017	White
pnas	2017	White
pnas	2017	White
pnas	2017	White
pnas	2017	White
pnas	2017	White
pnas	2017	White
pnas	2017	White
pnas	2017	White
pnas	2017	White
pnas	2017	White
pnas	2017	White
pnas	2017	White
pnas	2017	White
pnas	2017	White
plos	2020	White
plos	2020	White
pnas	2020	White
pnas	2020	White
pnas	2020	White
pnas	2020	White
pnas	2020	White
pnas	2020	White
pnas	2020	White
pnas	2020	White
pnas	2020	White
pnas	2020	White
pnas	2020	White
pnas	2020	White
pnas	2020	White
pnas	2020	White
plos	2016	White
plos	2016	White
plos	2016	White
pnas	2016	White
pnas	2016	White
pnas	2016	White
pnas	2016	White
pnas	2016	White
pnas	2016	White
pnas	2016	White
pnas	2016	White
pnas	2016	White
pnas	2016	White
plos	2009	White
pnas	2009	White
pnas	2009	White
pnas	2009	White
pnas	2009	White
pnas	2009	White
pnas	2009	White
pnas	2009	White
pnas	2009	White
pnas	2009	White
pnas	2009	White
pnas	2009	White
pnas	2009	White
plos	2015	White
plos	2015	White
pnas	2015	White
pnas	2015	White
pnas	2015	White
pnas	2015	White
pnas	2015	White
pnas	2015	White
pnas	2015	White
pnas	2015	White
plos	2018	White
pnas	2018	White
pnas	2018	White
pnas	2018	White
pnas	2018	White
pnas	2018	White
pnas	2018	White
pnas	2018	White
